,,Torrent Pharmaceuticals Ltd.,,,,Nifty 50,,
DATE,,PREV. CLOSE,CLOSE,Daily Return,,OPEN,CLOSE,Daily Return %
01-08-2023,,2002.85,1983.5,-0.966123274,,19784,19733.55,-0.255004044
31-07-2023,,1990.3,2002.85,0.630558207,,19666.35,19753.8,0.444668177
28-07-2023,,1992,1990.3,-0.085341365,,19659.75,19646.05,-0.069685525
27-07-2023,,1970.8,1992,1.075705297,,19850.9,19659.9,-0.962173
26-07-2023,,1972.5,1970.8,-0.086185044,,19733.35,19778.3,0.22778697
25-07-2023,,1941,1972.5,1.622874807,,19729.35,19680.6,-0.247093797
24-07-2023,,1938.75,1941,0.116054159,,19748.45,19672.35,-0.385346698
21-07-2023,,1930.35,1938.75,0.435154247,,19800.45,19745,-0.28004414
20-07-2023,,1924.55,1930.35,0.301369151,,19831.7,19979.15,0.743506608
19-07-2023,,1928.5,1924.55,-0.204822401,,19802.95,19833.15,0.152502531
18-07-2023,,1942.8,1928.5,-0.73605106,,19787.5,19749.25,-0.193303853
17-07-2023,,1945.2,1942.8,-0.123380629,,19612.15,19711.45,0.506318787
14-07-2023,,1930.35,1945.2,0.769290543,,19493.45,19564.5,0.364481403
13-07-2023,,1930,1930.35,0.018134715,,19495.2,19413.75,-0.41779515
12-07-2023,,1941.6,1930,-0.597445406,,19497.45,19384.3,-0.5803323
11-07-2023,,1911.95,1941.6,1.550772771,,19427.1,19439.4,0.063313619
10-07-2023,,1902.25,1911.95,0.50992246,,19400.35,19355.9,-0.229119578
07-07-2023,,1899.4,1902.25,0.150047383,,19422.8,19331.8,-0.468521531
06-07-2023,,1886,1899.4,0.710498409,,19385.7,19497.3,0.575682075
05-07-2023,,1877.75,1886,0.439355612,,19405.95,19398.5,-0.038390288
04-07-2023,,1890.9,1877.75,-0.695436036,,19406.6,19389,-0.090690796
03-07-2023,,1904.95,1890.9,-0.737552167,,19246.5,19322.55,0.395136778
30-06-2023,,1953.65,1904.95,-2.492769943,,19076.85,19189.05,0.588147414
28-06-2023,,1879.05,1953.65,3.97009127,,18908.15,18972.1,0.338213945
27-06-2023,,1867.75,1879.05,0.605006023,,18748.55,18817.4,0.367228399
26-06-2023,,1863.05,1867.75,0.252274496,,18682.35,18691.2,0.047370914
23-06-2023,,1862.65,1863.05,0.021474781,,18741.85,18665.5,-0.407377073
22-06-2023,,1862.2,1862.65,0.024164966,,18853.6,18771.25,-0.436786608
21-06-2023,,1860.05,1862.2,0.115588291,,18849.4,18856.85,0.039523804
20-06-2023,,1857.75,1860.05,0.123805679,,18752.35,18816.7,0.343156991
19-06-2023,,1858.2,1857.75,-0.024216984,,18873.3,18755.45,-0.624427101
16-06-2023,,1839.2,1858.2,1.033057851,,18723.3,18826,0.548514418
15-06-2023,,1831.5,1839.2,0.42042042,,18774.45,18688.1,-0.45993358
14-06-2023,,1816.15,1831.5,0.845194505,,18744.6,18755.9,0.060284028
13-06-2023,,1806.35,1816.15,0.542530517,,18631.8,18716.15,0.452720617
12-06-2023,,1805.95,1806.35,0.022149007,,18595.05,18601.5,0.03468665
09-06-2023,,1797.8,1805.95,0.45333185,,18655.9,18563.4,-0.495821697
08-06-2023,,1802.05,1797.8,-0.235842513,,18725.35,18634.55,-0.484904154
07-06-2023,,1788.1,1802.05,0.780157709,,18665.6,18726.4,0.325732899
06-06-2023,,1775.25,1788.1,0.723841712,,18600.8,18599,-0.009677003
05-06-2023,,1777.45,1775.25,-0.123772821,,18612,18593.85,-0.09751773
02-06-2023,,1774.8,1777.45,0.149312599,,18550.85,18534.1,-0.090292359
01-06-2023,,1835.8,1774.8,-3.322802048,,18579.4,18487.75,-0.493288265
31-05-2023,,1713.55,1835.8,7.134311809,,18594.2,18534.4,-0.321605662
30-05-2023,,1705.95,1713.55,0.445499575,,18606.65,18633.85,0.146184294
29-05-2023,,1700.25,1705.95,0.335244817,,18619.15,18598.65,-0.110101696
26-05-2023,,1701.35,1700.25,-0.064654539,,18368.35,18499.35,0.713183274
25-05-2023,,1690.05,1701.35,0.668619272,,18268.9,18321.15,0.286005178
24-05-2023,,1691.1,1690.05,-0.062089764,,18294.8,18285.4,-0.05138072
23-05-2023,,1669.85,1691.1,1.272569392,,18362.9,18348,-0.081141868
22-05-2023,,1661.9,1669.85,0.478368133,,18201.1,18314.4,0.62248985
19-05-2023,,1650.05,1661.9,0.718160056,,18186.15,18203.4,0.094852401
18-05-2023,,1656.1,1650.05,-0.365316104,,18287.5,18129.95,-0.86151743
17-05-2023,,1622.85,1656.1,2.048864652,,18300.45,18181.75,-0.64861793
16-05-2023,,1666.05,1622.85,-2.592959395,,18432.35,18286.5,-0.791271867
15-05-2023,,1650.3,1666.05,0.954371932,,18339.3,18398.85,0.324712503
12-05-2023,,1655.5,1650.3,-0.3141045,,18273.75,18314.8,0.224639168
11-05-2023,,1663.85,1655.5,-0.501848123,,18357.8,18297,-0.33119437
10-05-2023,,1650.75,1663.85,0.793578676,,18313.6,18315.1,0.008190634
09-05-2023,,1667.45,1650.75,-1.001529281,,18303.4,18265.95,-0.204606794
08-05-2023,,1649.75,1667.45,1.072889832,,18120.6,18264.4,0.793571957
05-05-2023,,1659.55,1649.75,-0.590521527,,18117.3,18069,-0.266596016
04-05-2023,,1655.15,1659.55,0.265836933,,18081,18255.8,0.966760688
03-05-2023,,1655.85,1655.15,-0.042274361,,18113.8,18089.85,-0.132219634
02-05-2023,,1652.3,1655.85,0.214852024,,18124.8,18147.65,0.126070357
28-04-2023,,1629.25,1652.3,1.414761393,,17950.4,18065,0.638425885
27-04-2023,,1622.15,1629.25,0.437690719,,17813.1,17915.05,0.572331599
26-04-2023,,1642.3,1622.15,-1.226937831,,17767.3,17813.6,0.260591086
25-04-2023,,1621.45,1642.3,1.28588609,,17761.55,17769.25,0.043352072
24-04-2023,,1613.3,1621.45,0.505175727,,17707.55,17743.4,0.202456015
21-04-2023,,1589.55,1613.3,1.49413356,,17639.75,17624.05,-0.089003529
20-04-2023,,1593.35,1589.55,-0.238491229,,17638.6,17624.45,-0.080221786
19-04-2023,,1594.7,1593.35,-0.084655421,,17653.35,17618.75,-0.195996794
18-04-2023,,1585.85,1594.7,0.558060346,,17766.6,17660.15,-0.599157971
17-04-2023,,1577.55,1585.85,0.526132294,,17863,17706.85,-0.874153278
13-04-2023,,1587.65,1577.55,-0.636160363,,17807.3,17828,0.116244462
12-04-2023,,1557.6,1587.65,1.929250128,,17759.55,17812.4,0.297586369
11-04-2023,,1576.2,1557.6,-1.180053293,,17704.8,17722.3,0.098843252
10-04-2023,,1574.75,1576.2,0.092078108,,17634.9,17624.05,-0.061525725
06-04-2023,,1578.1,1574.75,-0.212280591,,17533.85,17599.15,0.372422486
05-04-2023,,1545.3,1578.1,2.122565198,,17422.3,17557.05,0.773434047
03-04-2023,,1537.15,1545.3,0.530201997,,17427.95,17398.05,-0.171563494
31-03-2023,,1539.5,1537.15,-0.152646963,,17210.35,17359.75,0.868082288
29-03-2023,,1543.9,1539.5,-0.284992551,,16977.3,17080.7,0.609048553
28-03-2023,,1535.85,1543.9,0.524139727,,17031.75,16951.7,-0.47000455
27-03-2023,,1517.9,1535.85,1.182554846,,16984.3,16985.7,0.008242907
24-03-2023,,1531.2,1517.9,-0.868599791,,17076.2,16945.05,-0.768028016
23-03-2023,,1518.6,1531.2,0.829711576,,17097.4,17076.9,-0.119901272
22-03-2023,,1515,1518.6,0.237623762,,17177.45,17151.9,-0.148741519
21-03-2023,,1521.7,1515,-0.440297036,,17060.4,17107.5,0.276077935
20-03-2023,,1534,1521.7,-0.801825293,,17066.6,16988.4,-0.458204915
17-03-2023,,1551.65,1534,-1.137498792,,17111.8,17100.05,-0.068666067
16-03-2023,,1540.05,1551.65,0.753222298,,16994.65,16985.6,-0.053252053
15-03-2023,,1520.6,1540.05,1.279100355,,17166.45,16972.15,-1.131858946
14-03-2023,,1508.7,1520.6,0.788758534,,17160.55,17043.3,-0.683253159
13-03-2023,,1511.5,1508.7,-0.185246444,,17421.9,17154.3,-1.535997796
10-03-2023,,1498.45,1511.5,0.87089993,,17443.8,17412.9,-0.177140302
09-03-2023,,1513.65,1498.45,-1.004195157,,17772.05,17589.6,-1.026612012
08-03-2023,,1502.45,1513.65,0.7454491,,17665.75,17754.4,0.501818491
06-03-2023,,1493.25,1502.45,0.616105809,,17680.35,17711.45,0.175901495
03-03-2023,,1500.2,1493.25,-0.463271564,,17451.25,17594.35,0.819998567
02-03-2023,,1475.35,1500.2,1.684346087,,17421.5,17321.9,-0.571707373
01-03-2023,,1459.85,1475.35,1.06175292,,17360.1,17450.9,0.523038462
28-02-2023,,1477.35,1459.85,-1.184553423,,17383.25,17303.95,-0.456186271
27-02-2023,,1480.45,1477.35,-0.209395792,,17428.6,17392.7,-0.205983269
24-02-2023,,1481.45,1480.45,-0.067501434,,17591.35,17465.8,-0.713703042
23-02-2023,,1480.95,1481.45,0.033762112,,17574.65,17511.25,-0.360746871
22-02-2023,,1484.95,1480.95,-0.269369339,,17755.35,17554.3,-1.132334761
21-02-2023,,1481.85,1484.95,0.209197962,,17905.8,17826.7,-0.441756302
20-02-2023,,1489.75,1481.85,-0.530290317,,17965.55,17844.6,-0.673232937
17-02-2023,,1510.05,1489.75,-1.344326347,,17974.85,17944.2,-0.170516027
16-02-2023,,1512.3,1510.05,-0.148780004,,18094.75,18035.85,-0.32550878
15-02-2023,,1512.95,1512.3,-0.042962424,,17896.6,18015.85,0.666327682
14-02-2023,,1514.85,1512.95,-0.12542496,,17840.35,17929.85,0.501671772
13-02-2023,,1520.85,1514.85,-0.394516224,,17859.1,17770.9,-0.493865872
10-02-2023,,1540.2,1520.85,-1.256330347,,17847.55,17856.5,0.050146939
09-02-2023,,1556.65,1540.2,-1.056756496,,17885.5,17893.45,0.044449414
08-02-2023,,1536.1,1556.65,1.337803528,,17750.3,17871.7,0.683932103
07-02-2023,,1543.6,1536.1,-0.48587717,,17790.1,17721.5,-0.385607726
06-02-2023,,1531.9,1543.6,0.763757425,,17818.55,17764.6,-0.302774356
03-02-2023,,1541.05,1531.9,-0.593751014,,17721.75,17854.05,0.746540268
02-02-2023,,1535.8,1541.05,0.341841386,,17517.1,17610.4,0.532622409
01-02-2023,,1521.75,1535.8,0.923279119,,17811.6,17616.3,-1.096476454
31-01-2023,,1547.9,1521.75,-1.689385619,,17731.45,17662.15,-0.390830981
30-01-2023,,1537.4,1547.9,0.68297125,,17541.95,17648.95,0.609966395
27-01-2023,,1556.75,1537.4,-1.242974145,,17877.2,17604.35,-1.526245721
25-01-2023,,1584.65,1556.75,-1.760641151,,18093.35,17891.95,-1.113116145
24-01-2023,,1597.6,1584.65,-0.810590886,,18183.95,18118.3,-0.361032669
23-01-2023,,1582.05,1597.6,0.982901931,,18118.45,18118.55,0.000551924
20-01-2023,,1600.1,1582.05,-1.128054497,,18115.6,18027.65,-0.485493166
19-01-2023,,1617.6,1600.1,-1.081849654,,18119.8,18107.85,-0.065949955
18-01-2023,,1585.55,1617.6,2.021380593,,18074.3,18165.35,0.503753949
17-01-2023,,1570.25,1585.55,0.974367139,,17922.8,18053.3,0.728122838
16-01-2023,,1550.8,1570.25,1.254191385,,18033.15,17894.85,-0.766920921
13-01-2023,,1546.5,1550.8,0.278047203,,17867.5,17956.6,0.498670771
12-01-2023,,1551.95,1546.5,-0.351171107,,17920.85,17858.2,-0.349592793
11-01-2023,,1565.35,1551.95,-0.856038586,,17924.25,17895.7,-0.15928142
10-01-2023,,1561.5,1565.35,0.246557797,,18121.3,17914.15,-1.143129908
09-01-2023,,1546.5,1561.5,0.969932105,,17952.55,18101.2,0.828016076
06-01-2023,,1561.25,1546.5,-0.944755805,,18008.05,17859.45,-0.825186514
05-01-2023,,1548,1561.25,0.855943152,,18101.95,17992.15,-0.606564486
04-01-2023,,1544.75,1548,0.210390031,,18230.65,18042.95,-1.029584793
03-01-2023,,1548.8,1544.75,-0.261492769,,18163.2,18232.55,0.38181598
02-01-2023,,1550.6,1548.8,-0.116084096,,18131.7,18197.45,0.362624575
30-12-2022,,1561.45,1550.6,-0.694866951,,18259.1,18105.3,-0.84231972
29-12-2022,,1575.3,1561.45,-0.879197613,,18045.7,18191,0.805177965
28-12-2022,,1581.65,1575.3,-0.401479468,,18084.75,18122.5,0.208739408
27-12-2022,,1569.65,1581.65,0.76450164,,18089.8,18132.3,0.234939026
26-12-2022,,1562.5,1569.65,0.4576,,17830.4,18014.6,1.033067121
23-12-2022,,1585.95,1562.5,-1.478609036,,17977.65,17806.8,-0.95034668
22-12-2022,,1583,1585.95,0.186355022,,18288.8,18127.35,-0.882780718
21-12-2022,,1575.2,1583,0.495175216,,18435.15,18199.1,-1.280434388
20-12-2022,,1597.85,1575.2,-1.417529806,,18340.3,18385.3,0.245361308
19-12-2022,,1599.3,1597.85,-0.090664666,,18288.1,18420.45,0.723694643
16-12-2022,,1609,1599.3,-0.602858919,,18319.1,18269,-0.273485051
15-12-2022,,1622.1,1609,-0.807595093,,18614.4,18414.9,-1.071750903
14-12-2022,,1628.9,1622.1,-0.417459635,,18671.25,18660.3,-0.058646315
13-12-2022,,1614.3,1628.9,0.904416775,,18524.4,18608,0.451296668
12-12-2022,,1617.6,1614.3,-0.204005935,,18402.15,18497.15,0.516244026
09-12-2022,,1624.1,1617.6,-0.400221661,,18662.4,18496.6,-0.888417353
08-12-2022,,1629,1624.1,-0.300798036,,18570.85,18609.35,0.207314151
07-12-2022,,1615.15,1629,0.857505495,,18638.85,18560.5,-0.420358552
06-12-2022,,1619.9,1615.15,-0.293227977,,18600.65,18642.75,0.226336176
05-12-2022,,1621.1,1619.9,-0.074023811,,18719.55,18701.05,-0.098827162
02-12-2022,,1641.7,1621.1,-1.254796857,,18752.4,18696.1,-0.300228237
01-12-2022,,1659.9,1641.7,-1.096451593,,18871.95,18812.5,-0.315017791
30-11-2022,,1635,1659.9,1.52293578,,18625.7,18758.35,0.712187998
29-11-2022,,1636.2,1635,-0.073340667,,18552.45,18618.05,0.353592113
28-11-2022,,1629.55,1636.2,0.408088122,,18430.55,18562.75,0.71728733
25-11-2022,,1614.15,1629.55,0.95406251,,18528.45,18512.75,-0.084734557
24-11-2022,,1620.85,1614.15,-0.413363359,,18326.1,18484.1,0.862158342
23-11-2022,,1635.15,1620.85,-0.874537504,,18325.2,18267.25,-0.316231201
22-11-2022,,1625.2,1635.15,0.612232341,,18179.15,18244.2,0.357827511
21-11-2022,,1621.75,1625.2,0.212733159,,18246.4,18159.95,-0.47379209
18-11-2022,,1628,1621.75,-0.383906634,,18382.95,18307.65,-0.409618696
17-11-2022,,1619,1628,0.555898703,,18358.7,18343.9,-0.08061573
16-11-2022,,1654.95,1619,-2.172271066,,18398.25,18409.65,0.061962415
15-11-2022,,1648.6,1654.95,0.3851753,,18362.75,18403.4,0.221372071
14-11-2022,,1669.05,1648.6,-1.225247896,,18376.4,18329.15,-0.257123267
11-11-2022,,1664.65,1669.05,0.264319827,,18272.35,18349.7,0.423317198
10-11-2022,,1651.7,1664.65,0.784040685,,18044.35,18028.2,-0.0895017
09-11-2022,,1681.35,1651.7,-1.763463883,,18288.25,18157,-0.717673916
07-11-2022,,1666.9,1681.35,0.866878637,,18211.75,18202.8,-0.049144097
04-11-2022,,1689.55,1666.9,-1.340593649,,18053.4,18117.15,0.35311908
03-11-2022,,1694.3,1689.55,-0.280351768,,17968.35,18052.7,0.469436537
02-11-2022,,1686.15,1694.3,0.483349643,,18177.9,18082.85,-0.522887682
01-11-2022,,1650,1686.15,2.190909091,,18130.7,18145.4,0.081077951
31-10-2022,,1601.2,1650,3.047714214,,17910.2,18012.2,0.569507878
28-10-2022,,1599.65,1601.2,0.096896196,,17756.4,17786.8,0.171205875
27-10-2022,,1577.9,1599.65,1.378414348,,17771.4,17736.95,-0.193850794
25-10-2022,,1567.3,1577.9,0.676322338,,17808.3,17656.35,-0.85325382
24-10-2022,,1573.6,1567.3,-0.400355872,,17736.35,17730.75,-0.031573576
21-10-2022,,1594.05,1573.6,-1.282895769,,17622.85,17576.3,-0.264145697
20-10-2022,,1577.65,1594.05,1.039520806,,17423.1,17563.95,0.808409525
19-10-2022,,1563.1,1577.65,0.930842556,,17568.15,17512.25,-0.318189451
18-10-2022,,1580.5,1563.1,-1.100917431,,17438.75,17486.95,0.276395957
17-10-2022,,1595.05,1580.5,-0.91219711,,17144.8,17311.8,0.974056274
14-10-2022,,1589.2,1595.05,0.368109741,,17322.3,17185.7,-0.788578884
13-10-2022,,1588.8,1589.2,0.025176234,,17087.35,17014.35,-0.427216625
12-10-2022,,1588.1,1588.8,0.044077829,,17025.55,17123.6,0.575899163
11-10-2022,,1593.65,1588.1,-0.348257146,,17256.05,16983.55,-1.579156296
10-10-2022,,1572.4,1593.65,1.351437293,,17094.35,17241,0.857885793
07-10-2022,,1604.8,1572.4,-2.01894317,,17287.2,17314.65,0.158788005
06-10-2022,,1591.7,1604.8,0.823019413,,17379.25,17331.8,-0.273026742
04-10-2022,,1578.85,1591.7,0.813883523,,17147.45,17274.3,0.739760139
03-10-2022,,1559.85,1578.85,1.21806584,,17102.1,16887.35,-1.255693745
30-09-2022,,1545.8,1559.85,0.908914478,,16798.05,17094.35,1.763895214
29-09-2022,,1494.3,1545.8,3.446429766,,16993.6,16818.1,-1.032741738
28-09-2022,,1533.85,1494.3,-2.578478991,,16870.55,16858.6,-0.070833494
27-09-2022,,1512.8,1533.85,1.391459545,,17110.9,17007.4,-0.604877593
26-09-2022,,1516.2,1512.8,-0.224244823,,17156.3,17016.3,-0.816026766
23-09-2022,,1537.7,1516.2,-1.398192105,,17593.85,17327.35,-1.514733842
22-09-2022,,1500.5,1537.7,2.479173609,,17609.65,17629.8,0.114425897
21-09-2022,,1513.5,1500.5,-0.858936241,,17766.35,17718.35,-0.270173671
20-09-2022,,1480.35,1513.5,2.239335292,,17770.4,17816.25,0.258013326
19-09-2022,,1478.7,1480.35,0.1115845,,17540.65,17622.25,0.465205109
16-09-2022,,1499.4,1478.7,-1.380552221,,17796.8,17530.85,-1.494369774
15-09-2022,,1502.05,1499.4,-0.176425552,,18046.35,17877.4,-0.936200395
14-09-2022,,1511.8,1502.05,-0.644926578,,17771.15,18003.75,1.30886296
13-09-2022,,1503.9,1511.8,0.525300884,,18044.45,18070.05,0.141871878
12-09-2022,,1523.4,1503.9,-1.280031508,,17890.85,17936.35,0.254319946
09-09-2022,,1509.4,1523.4,0.927520869,,17923.35,17833.35,-0.502138272
08-09-2022,,1521.7,1509.4,-0.808306499,,17748.15,17798.75,0.285100137
07-09-2022,,1502.9,1521.7,1.250914898,,17519.4,17624.4,0.599335594
06-09-2022,,1520.75,1502.9,-1.173762946,,17695.7,17655.6,-0.226608724
05-09-2022,,1519.85,1520.75,0.05921637,,17546.45,17665.8,0.680194569
02-09-2022,,1535.35,1519.85,-1.009541798,,17598.4,17539.45,-0.334973634
01-09-2022,,1550.55,1535.35,-0.980297314,,17485.7,17542.8,0.326552554
30-08-2022,,1541.45,1550.55,0.590353239,,17414.95,17759.3,1.977324081
29-08-2022,,1547.8,1541.45,-0.410259723,,17188.65,17312.9,0.722860725
26-08-2022,,1532.4,1547.8,1.004959541,,17619.3,17558.9,-0.3428059
25-08-2022,,1554.1,1532.4,-1.396306544,,17679,17522.45,-0.885513887
24-08-2022,,1533.3,1554.1,1.356551229,,17525.45,17604.95,0.453626012
23-08-2022,,1526.75,1533.3,0.429015883,,17357.35,17577.5,1.268338773
22-08-2022,,1542.75,1526.75,-1.037109058,,17682.9,17490.7,-1.086925787
19-08-2022,,1561,1542.75,-1.169122357,,17966.55,17758.45,-1.158263551
18-08-2022,,1557.65,1561,0.21506757,,17898.65,17956.5,0.323208734
17-08-2022,,1573.7,1557.65,-1.019889433,,17868.15,17944.25,0.425897477
16-08-2022,,1539.95,1573.7,2.191629598,,17797.2,17825.25,0.157609062
12-08-2022,,1535.65,1539.95,0.280011721,,17659.65,17698.15,0.218011116
11-08-2022,,1542.9,1535.65,-0.469894355,,17711.65,17659,-0.297261972
10-08-2022,,1555.1,1542.9,-0.784515465,,17566.1,17534.75,-0.178468755
08-08-2022,,1556.55,1555.1,-0.093154733,,17401.5,17525.1,0.710283596
05-08-2022,,1560.7,1556.55,-0.265906324,,17423.65,17397.5,-0.150083364
04-08-2022,,1512.9,1560.7,3.15949501,,17463.1,17382,-0.464407808
03-08-2022,,1517.25,1512.9,-0.286702916,,17349.25,17388.15,0.224217185
02-08-2022,,1525.65,1517.25,-0.550584997,,17310.15,17345.45,0.203926598
01-08-2022,,1528.8,1525.65,-0.206043956,,17243.2,17340.05,0.561670688
29-07-2022,,1502.8,1528.8,1.730103806,,17079.5,17158.25,0.461079071
28-07-2022,,1494.65,1502.8,0.545278159,,16774.85,16929.6,0.922511975
27-07-2022,,1467.65,1494.65,1.839675672,,16475.35,16641.8,1.010297202
26-07-2022,,1484.45,1467.65,-1.131732291,,16632.9,16483.85,-0.89611553
25-07-2022,,1480.3,1484.45,0.280348578,,16662.55,16631,-0.189346769
22-07-2022,,1484.75,1480.3,-0.299713757,,16661.25,16719.45,0.349313527
21-07-2022,,1496.6,1484.75,-0.791794735,,16523.55,16605.25,0.494445806
20-07-2022,,1498.05,1496.6,-0.096792497,,16562.8,16520.85,-0.253278431
19-07-2022,,1506.05,1498.05,-0.531190864,,16187.05,16340.55,0.94828891
18-07-2022,,1518,1506.05,-0.787220026,,16151.4,16278.5,0.786928687
15-07-2022,,1499.85,1518,1.210121012,,16010.8,16049.2,0.239838109
14-07-2022,,1485.7,1499.85,0.952413004,,16018.85,15938.65,-0.50066016
13-07-2022,,1483.45,1485.7,0.151673464,,16128.2,15966.65,-1.001661686
12-07-2022,,1484.05,1483.45,-0.040429905,,16126.2,16058.3,-0.421053937
11-07-2022,,1466.7,1484.05,1.182927661,,16136.15,16216,0.494851622
08-07-2022,,2948.55,1466.7,-50.25690594,,16273.65,16220.6,-0.325987102
07-07-2022,,2899.5,2948.55,1.691670978,,16113.75,16132.9,0.118842603
06-07-2022,,2892.1,2899.5,0.255869437,,15818.2,15989.8,1.084826339
05-07-2022,,2904.15,2892.1,-0.414923472,,15909.15,15810.85,-0.617883419
04-07-2022,,2916.95,2904.15,-0.438814515,,15710.5,15835.35,0.794691448
01-07-2022,,2860.25,2916.95,1.982344201,,15703.7,15752.05,0.307889224
30-06-2022,,2840.05,2860.25,0.711255084,,15774.5,15780.25,0.036451235
29-06-2022,,2883.75,2840.05,-1.51538795,,15701.7,15799.1,0.620314998
28-06-2022,,2862.65,2883.75,0.73707928,,15757.45,15850.2,0.588610467
27-06-2022,,2869.25,2862.65,-0.230025268,,15926.2,15832.05,-0.591164245
24-06-2022,,2855.4,2869.25,0.485045878,,15657.4,15699.25,0.267285756
23-06-2022,,2818.05,2855.4,1.325384574,,15451.55,15556.65,0.68019066
22-06-2022,,2823.6,2818.05,-0.196557586,,15545.65,15413.3,-0.851363565
21-06-2022,,2766.35,2823.6,2.069513981,,15455.95,15638.8,1.183039541
20-06-2022,,2757.9,2766.35,0.306392545,,15334.5,15350.15,0.102057452
17-06-2022,,2799.05,2757.9,-1.470141655,,15272.65,15293.5,0.136518548
16-06-2022,,2817.75,2799.05,-0.663650075,,15832.25,15360.6,-2.979045935
15-06-2022,,2815.15,2817.75,0.092357423,,15729.25,15692.15,-0.2358663
14-06-2022,,2834.2,2815.15,-0.672147343,,15674.25,15732.1,0.36907667
13-06-2022,,2864.25,2834.2,-1.049140264,,15877.55,15774.4,-0.649659425
10-06-2022,,2889.1,2864.25,-0.860129452,,16283.95,16201.8,-0.504484477
09-06-2022,,2814.95,2889.1,2.634149807,,16263.85,16478.1,1.317338761
08-06-2022,,2789.85,2814.95,0.899689947,,16474.95,16356.25,-0.720487771
07-06-2022,,2781.35,2789.85,0.305606989,,16469.6,16416.35,-0.323322971
06-06-2022,,2780.3,2781.35,0.037765709,,16530.7,16569.55,0.235017271
03-06-2022,,2815.3,2780.3,-1.243206763,,16761.65,16584.3,-1.058070059
02-06-2022,,2816.45,2815.3,-0.040831543,,16481.65,16628,0.887957213
01-06-2022,,2832.6,2816.45,-0.570147568,,16594.4,16522.75,-0.431772164
31-05-2022,,2885.25,2832.6,-1.824798544,,16578.45,16584.55,0.036794755
30-05-2022,,2936.95,2885.25,-1.760329594,,16527.9,16661.4,0.807725119
27-05-2022,,2900.95,2936.95,1.240972785,,16296.6,16352.45,0.342709522
26-05-2022,,2634.8,2900.95,10.10133596,,16105,16170.15,0.404532754
25-05-2022,,2589.2,2634.8,1.761161749,,16196.35,16025.8,-1.053015031
24-05-2022,,2616.55,2589.2,-1.045269534,,16225.55,16125.15,-0.618777176
23-05-2022,,2664.7,2616.55,-1.806957631,,16290.95,16214.7,-0.46805128
20-05-2022,,2592.3,2664.7,2.792886626,,16043.8,16266.15,1.385893616
19-05-2022,,2636.95,2592.3,-1.693244089,,15917.4,15809.4,-0.678502771
18-05-2022,,2618.1,2636.95,0.719987777,,16318.15,16240.3,-0.477076139
17-05-2022,,2581.25,2618.1,1.427602906,,15912.6,16259.3,2.178776567
16-05-2022,,2582.6,2581.25,-0.052272903,,15845.1,15842.3,-0.017671078
13-05-2022,,2504.4,2582.6,3.122504392,,15977,15782.15,-1.219565626
12-05-2022,,2552.9,2504.4,-1.899800227,,16021.1,15808,-1.330120903
11-05-2022,,2579.15,2552.9,-1.017777175,,16270.05,16167.1,-0.632757736
10-05-2022,,2597.2,2579.15,-0.694979208,,16248.9,16240.05,-0.054465225
09-05-2022,,2650.85,2597.2,-2.023879133,,16227.7,16301.85,0.456934747
06-05-2022,,2683.45,2650.85,-1.214854013,,16415.55,16411.25,-0.026194675
05-05-2022,,2692.25,2683.45,-0.326864147,,16854.75,16682.65,-1.021077144
04-05-2022,,2792.5,2692.25,-3.589973142,,17096.6,16677.6,-2.450779687
02-05-2022,,2814.35,2792.5,-0.776378205,,16924.45,17069.1,0.854680654
29-04-2022,,2785.1,2814.35,1.05023159,,17329.25,17102.55,-1.308192795
28-04-2022,,2709.6,2785.1,2.786389135,,17189.5,17245.05,0.323162396
27-04-2022,,2735.05,2709.6,-0.930513153,,17073.35,17038.4,-0.204704993
26-04-2022,,2732.3,2735.05,0.100647806,,17121.3,17200.8,0.4643339
25-04-2022,,2737.55,2732.3,-0.191777319,,17009.05,16953.95,-0.323945194
22-04-2022,,2829.95,2737.55,-3.265075355,,17242.75,17171.95,-0.410607357
21-04-2022,,2859.65,2829.95,-1.038588638,,17234.6,17392.6,0.91676047
20-04-2022,,2840.35,2859.65,0.679493724,,17045.25,17136.55,0.535633094
19-04-2022,,2853.7,2840.35,-0.467813716,,17258.95,16958.65,-1.7399668
18-04-2022,,2849.5,2853.7,0.14739428,,17183.45,17173.65,-0.057031621
13-04-2022,,2806.75,2849.5,1.523113922,,17599.9,17475.65,-0.70596992
12-04-2022,,2793.6,2806.75,0.470718786,,17584.85,17530.3,-0.310210209
11-04-2022,,2801.8,2793.6,-0.292668999,,17740.9,17674.95,-0.371739878
08-04-2022,,2752.5,2801.8,1.791099001,,17698.15,17784.35,0.487056557
07-04-2022,,2733.25,2752.5,0.704289765,,17723.3,17639.55,-0.472541795
06-04-2022,,2786.25,2733.25,-1.902198295,,17842.75,17807.65,-0.196718555
05-04-2022,,2830.65,2786.25,-1.568544327,,18080.6,17957.4,-0.681393317
04-04-2022,,2786.7,2830.65,1.577134245,,17809.1,18053.4,1.371770612
01-04-2022,,2791.95,2786.7,-0.188040617,,17436.9,17670.45,1.339400926
31-03-2022,,2828.35,2791.95,-1.286969434,,17519.2,17464.75,-0.310801863
30-03-2022,,2809.9,2828.35,0.656606997,,17468.15,17498.25,0.172313611
29-03-2022,,2728.3,2809.9,2.990873438,,17297.2,17325.3,0.162454039
