"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"10-Nov-2022","EQ","1,657.00","1,688.00","1,645.35","1,651.70","1,665.45","1,664.65","1,668.17","3,298.50","1,430.00","1,67,202","27,89,21,896.55","15,068"
"09-Nov-2022","EQ","1,686.35","1,750.00","1,642.50","1,681.35","1,655.95","1,651.70","1,660.62","3,298.50","1,430.00","3,44,520","57,21,17,466.95","24,688"
"07-Nov-2022","EQ","1,674.10","1,690.95","1,661.95","1,666.90","1,676.00","1,681.35","1,678.13","3,298.50","1,430.00","1,97,836","33,19,95,103.70","13,521"
"04-Nov-2022","EQ","1,693.70","1,698.05","1,661.00","1,689.55","1,672.95","1,666.90","1,671.55","3,298.50","1,430.00","1,54,415","25,81,12,652.30","11,542"
"03-Nov-2022","EQ","1,694.30","1,707.00","1,683.80","1,694.30","1,684.05","1,689.55","1,692.19","3,298.50","1,430.00","2,16,091","36,56,67,730.05","11,920"
"02-Nov-2022","EQ","1,687.00","1,708.00","1,677.50","1,686.15","1,699.85","1,694.30","1,696.36","3,298.50","1,430.00","4,45,407","75,55,71,106.75","19,040"
"01-Nov-2022","EQ","1,652.15","1,705.00","1,650.65","1,650.00","1,691.00","1,686.15","1,682.98","3,298.50","1,430.00","9,31,882","1,56,83,39,544.25","45,887"
"31-Oct-2022","EQ","1,597.00","1,655.00","1,597.00","1,601.20","1,646.20","1,650.00","1,637.10","3,298.50","1,430.00","5,95,408","97,47,45,180.30","27,455"
"28-Oct-2022","EQ","1,607.65","1,610.95","1,588.55","1,599.65","1,604.90","1,601.20","1,597.29","3,298.50","1,430.00","1,04,925","16,75,95,431.50","7,769"
"27-Oct-2022","EQ","1,585.00","1,611.45","1,564.00","1,577.90","1,600.10","1,599.65","1,584.43","3,298.50","1,430.00","3,48,880","55,27,75,147.10","21,342"
"25-Oct-2022","EQ","1,556.50","1,589.00","1,555.85","1,567.30","1,581.00","1,577.90","1,576.85","3,298.50","1,430.00","1,77,992","28,06,66,071.40","10,541"
"24-Oct-2022","EQ","1,573.60","1,585.00","1,554.55","1,573.60","1,569.90","1,567.30","1,566.38","3,298.50","1,430.00","22,869","3,58,21,547.45","1,549"
"21-Oct-2022","EQ","1,594.05","1,604.45","1,568.00","1,594.05","1,575.00","1,573.60","1,585.07","3,298.50","1,430.00","85,692","13,58,27,496.05","7,140"
"20-Oct-2022","EQ","1,570.95","1,606.95","1,570.90","1,577.65","1,598.50","1,594.05","1,591.17","3,298.50","1,430.00","3,26,068","51,88,29,174.60","26,328"
"19-Oct-2022","EQ","1,557.00","1,581.40","1,557.00","1,563.10","1,579.00","1,577.65","1,571.65","3,298.50","1,430.00","1,58,296","24,87,85,147.55","15,472"
"18-Oct-2022","EQ","1,588.45","1,592.35","1,557.75","1,580.50","1,560.05","1,563.10","1,568.86","3,298.50","1,430.00","2,29,531","36,01,01,196.35","22,617"
"17-Oct-2022","EQ","1,590.00","1,604.85","1,578.00","1,595.05","1,580.10","1,580.50","1,587.23","3,298.50","1,430.00","2,13,616","33,90,58,539.30","25,815"
"14-Oct-2022","EQ","1,609.20","1,616.05","1,591.10","1,589.20","1,600.00","1,595.05","1,600.51","3,298.50","1,430.00","3,55,129","56,83,89,160.55","12,927"
"13-Oct-2022","EQ","1,588.80","1,624.90","1,575.70","1,588.80","1,588.00","1,589.20","1,592.64","3,298.50","1,430.00","2,92,748","46,62,41,855.20","18,468"
"12-Oct-2022","EQ","1,596.05","1,615.00","1,583.35","1,588.10","1,594.00","1,588.80","1,597.31","3,298.50","1,430.00","3,11,104","49,69,29,926.75","22,287"
"11-Oct-2022","EQ","1,593.65","1,613.10","1,580.60","1,593.65","1,594.05","1,588.10","1,597.26","3,298.50","1,430.00","2,67,278","42,69,11,904.85","24,096"
"10-Oct-2022","EQ","1,568.20","1,597.70","1,554.20","1,572.40","1,589.00","1,593.65","1,579.13","3,298.50","1,430.00","3,31,066","52,27,95,618.80","16,104"
"07-Oct-2022","EQ","1,585.00","1,610.70","1,549.30","1,604.80","1,572.00","1,572.40","1,577.62","3,298.50","1,430.00","5,71,156","90,10,66,119.35","23,465"
"06-Oct-2022","EQ","1,599.70","1,618.15","1,587.60","1,591.70","1,605.00","1,604.80","1,603.66","3,298.50","1,430.00","1,66,218","26,65,56,747.40","21,292"
"04-Oct-2022","EQ","1,599.00","1,605.00","1,584.45","1,578.85","1,595.00","1,591.70","1,593.52","3,298.50","1,430.00","4,39,554","70,04,37,464.65","16,595"
"03-Oct-2022","EQ","1,559.80","1,599.00","1,551.90","1,559.85","1,580.30","1,578.85","1,584.16","3,298.50","1,430.00","4,71,052","74,62,23,969.40","28,502"
"30-Sep-2022","EQ","1,548.90","1,565.90","1,532.70","1,545.80","1,555.00","1,559.85","1,552.11","3,298.50","1,430.00","4,36,695","67,78,00,429.35","37,866"
"29-Sep-2022","EQ","1,508.60","1,554.80","1,502.35","1,494.30","1,547.90","1,545.80","1,538.26","3,298.50","1,430.00","7,02,076","1,07,99,76,672.05","56,574"
"28-Sep-2022","EQ","1,499.95","1,508.40","1,448.80","1,533.85","1,494.65","1,494.30","1,484.97","3,298.50","1,430.00","17,94,804","2,66,52,34,564.20","79,400"
"27-Sep-2022","EQ","1,524.20","1,540.30","1,501.80","1,512.80","1,534.95","1,533.85","1,518.63","3,298.50","1,430.00","2,00,518","30,45,12,101.95","9,701"
"26-Sep-2022","EQ","1,516.20","1,523.55","1,491.75","1,516.20","1,516.00","1,512.80","1,507.68","3,298.50","1,430.00","1,62,576","24,51,12,978.35","16,452"
"23-Sep-2022","EQ","1,532.00","1,539.70","1,510.15","1,537.70","1,516.50","1,516.20","1,524.66","3,298.50","1,430.00","1,46,018","22,26,27,400.95","16,716"
"22-Sep-2022","EQ","1,503.70","1,550.00","1,496.70","1,500.50","1,529.00","1,537.70","1,535.98","3,298.50","1,430.00","4,96,645","76,28,38,318.70","28,060"
"21-Sep-2022","EQ","1,515.00","1,563.80","1,490.50","1,513.50","1,500.00","1,500.50","1,518.58","3,298.50","1,430.00","4,29,128","65,16,66,532.60","20,442"
"20-Sep-2022","EQ","1,490.00","1,534.00","1,490.00","1,480.35","1,511.00","1,513.50","1,519.08","3,298.50","1,430.00","1,68,085","25,53,34,294.95","11,598"
"19-Sep-2022","EQ","1,486.10","1,486.10","1,461.05","1,478.70","1,480.00","1,480.35","1,477.12","3,298.50","1,430.00","1,02,807","15,18,57,858.80","7,241"
"16-Sep-2022","EQ","1,493.00","1,502.40","1,470.00","1,499.40","1,472.50","1,478.70","1,481.15","3,298.50","1,430.00","2,29,121","33,93,63,343.30","13,544"
"15-Sep-2022","EQ","1,509.60","1,513.55","1,485.00","1,502.05","1,500.00","1,499.40","1,495.19","3,298.50","1,430.00","2,08,480","31,17,17,972.60","11,656"
"14-Sep-2022","EQ","1,494.10","1,527.95","1,492.95","1,511.80","1,501.00","1,502.05","1,510.29","3,298.50","1,430.00","1,32,079","19,94,77,823.20","11,661"
"13-Sep-2022","EQ","1,510.00","1,517.95","1,495.60","1,503.90","1,510.00","1,511.80","1,511.20","3,298.50","1,430.00","2,11,196","31,91,59,807.20","15,535"
"12-Sep-2022","EQ","1,525.00","1,530.55","1,494.00","1,523.40","1,504.00","1,503.90","1,503.97","3,298.50","1,430.00","4,76,856","71,71,75,764.30","10,819"
"09-Sep-2022","EQ","1,516.95","1,531.20","1,508.75","1,509.40","1,516.05","1,523.40","1,524.06","3,298.50","1,430.00","1,09,068","16,62,26,249.40","8,694"
"08-Sep-2022","EQ","1,529.35","1,538.95","1,502.40","1,521.70","1,509.00","1,509.40","1,517.47","3,298.50","1,430.00","1,63,076","24,74,63,098.30","12,101"
"07-Sep-2022","EQ","1,505.00","1,527.45","1,500.00","1,502.90","1,522.00","1,521.70","1,514.80","3,298.50","1,430.00","1,15,713","17,52,82,418.30","6,170"
"06-Sep-2022","EQ","1,528.40","1,540.85","1,500.00","1,520.75","1,503.90","1,502.90","1,509.98","3,298.50","1,430.00","3,70,878","56,00,18,428.85","9,214"
"05-Sep-2022","EQ","1,525.00","1,527.45","1,501.60","1,519.85","1,511.00","1,520.75","1,515.63","3,298.50","1,430.00","1,39,412","21,12,96,760.20","14,008"
"02-Sep-2022","EQ","1,535.00","1,546.50","1,512.30","1,535.35","1,514.00","1,519.85","1,523.02","3,298.50","1,430.00","4,81,162","73,28,20,262.15","17,569"
"01-Sep-2022","EQ","1,508.00","1,558.95","1,508.00","1,550.55","1,534.50","1,535.35","1,542.14","3,298.50","1,430.00","2,86,232","44,14,10,169.10","30,183"
"30-Aug-2022","EQ","1,552.95","1,560.00","1,511.10","1,541.45","1,549.90","1,550.55","1,545.32","3,298.50","1,430.00","3,84,759","59,45,74,582.65","27,427"
"29-Aug-2022","EQ","1,520.00","1,565.00","1,480.40","1,547.80","1,549.00","1,541.45","1,546.87","3,298.50","1,430.00","1,74,629","27,01,27,697.15","11,483"
"26-Aug-2022","EQ","1,545.50","1,568.00","1,539.65","1,532.40","1,552.45","1,547.80","1,552.09","3,298.50","1,430.00","1,82,247","28,28,64,390.20","14,421"
"25-Aug-2022","EQ","1,562.60","1,569.45","1,525.00","1,554.10","1,533.50","1,532.40","1,549.26","3,298.50","1,430.00","2,35,744","36,52,29,491.85","15,584"
"24-Aug-2022","EQ","1,533.30","1,556.65","1,529.70","1,533.30","1,543.60","1,554.10","1,545.79","3,298.50","1,430.00","1,62,259","25,08,18,764.50","15,186"
"23-Aug-2022","EQ","1,511.10","1,543.60","1,511.10","1,526.75","1,530.25","1,533.30","1,530.87","3,298.50","1,430.00","1,27,792","19,56,32,936.90","10,512"
"22-Aug-2022","EQ","1,533.00","1,545.95","1,513.15","1,542.75","1,526.70","1,526.75","1,526.93","3,298.50","1,430.00","2,01,690","30,79,66,630.20","10,496"
"19-Aug-2022","EQ","1,563.55","1,569.95","1,533.25","1,561.00","1,535.00","1,542.75","1,548.94","3,298.50","1,430.00","1,79,901","27,86,55,146.30","15,567"
"18-Aug-2022","EQ","1,555.00","1,569.80","1,546.80","1,557.65","1,563.40","1,561.00","1,558.74","3,298.50","1,430.00","1,46,448","22,82,74,969.60","11,368"
"17-Aug-2022","EQ","1,560.00","1,576.80","1,548.45","1,573.70","1,566.00","1,557.65","1,560.85","3,298.50","1,430.00","2,32,698","36,32,06,493.70","12,810"
"16-Aug-2022","EQ","1,542.10","1,605.00","1,540.05","1,539.95","1,578.60","1,573.70","1,576.43","3,298.50","1,430.00","7,06,807","1,11,42,33,125.05","42,843"
"12-Aug-2022","EQ","1,535.65","1,560.00","1,532.05","1,535.65","1,541.60","1,539.95","1,544.95","3,298.50","1,430.00","4,52,576","69,92,05,974.15","17,514"
"11-Aug-2022","EQ","1,555.00","1,558.80","1,532.10","1,542.90","1,539.80","1,535.65","1,541.29","3,298.50","1,430.00","2,39,523","36,91,74,324.20","23,599"
"10-Aug-2022","EQ","1,557.00","1,584.00","1,521.00","1,555.10","1,531.55","1,542.90","1,546.11","3,298.50","1,430.00","2,83,591","43,84,63,424.50","20,491"
"08-Aug-2022","EQ","1,554.80","1,566.60","1,551.30","1,556.55","1,558.85","1,555.10","1,557.49","3,298.50","1,430.00","1,79,582","27,96,98,054.55","12,605"
"05-Aug-2022","EQ","1,566.00","1,575.55","1,548.55","1,560.70","1,557.30","1,556.55","1,560.90","3,298.50","1,430.00","2,13,269","33,28,90,533.75","21,357"
"04-Aug-2022","EQ","1,519.90","1,570.05","1,503.30","1,512.90","1,563.00","1,560.70","1,544.44","3,298.50","1,430.00","4,73,526","73,13,34,576.20","26,274"
"03-Aug-2022","EQ","1,524.90","1,533.40","1,503.60","1,517.25","1,514.15","1,512.90","1,514.67","3,298.50","1,430.00","1,31,499","19,91,78,205.65","10,910"
"02-Aug-2022","EQ","1,525.65","1,534.15","1,508.25","1,525.65","1,517.35","1,517.25","1,523.35","3,298.50","1,430.00","2,20,975","33,66,23,016.80","15,523"
"01-Aug-2022","EQ","1,558.95","1,558.95","1,517.05","1,528.80","1,524.95","1,525.65","1,537.22","3,298.50","1,430.00","4,02,247","61,83,42,146.15","23,240"
"29-Jul-2022","EQ","1,515.50","1,535.00","1,501.85","1,502.80","1,523.45","1,528.80","1,518.75","3,298.50","1,430.00","3,26,058","49,52,01,829.45","28,785"
"28-Jul-2022","EQ","1,501.00","1,515.50","1,472.20","1,494.65","1,505.00","1,502.80","1,497.25","3,298.50","1,430.00","3,80,577","56,98,19,146.70","19,251"
"27-Jul-2022","EQ","1,465.05","1,498.95","1,451.20","1,467.65","1,494.95","1,494.65","1,484.49","3,298.50","1,430.00","2,50,922","37,24,90,922.90","29,935"
"26-Jul-2022","EQ","1,482.00","1,510.00","1,430.00","1,484.45","1,464.35","1,467.65","1,456.57","3,298.50","1,430.00","6,62,584","96,51,01,208.95","30,128"
"25-Jul-2022","EQ","1,480.00","1,498.00","1,466.00","1,480.30","1,487.80","1,484.45","1,480.68","3,298.50","1,461.55","3,15,581","46,72,74,937.40","16,806"
"22-Jul-2022","EQ","1,484.05","1,504.40","1,466.05","1,484.75","1,480.00","1,480.30","1,480.08","3,298.50","1,461.55","1,95,526","28,93,94,131.80","21,623"
"21-Jul-2022","EQ","1,496.60","1,504.80","1,478.40","1,496.60","1,481.00","1,484.75","1,487.79","3,298.50","1,461.55","3,84,603","57,22,07,164.55","24,703"
"20-Jul-2022","EQ","1,510.00","1,516.95","1,490.05","1,498.05","1,493.10","1,496.60","1,498.98","3,298.50","1,461.55","2,08,162","31,20,30,548.10","21,774"
"19-Jul-2022","EQ","1,510.40","1,539.00","1,487.55","1,506.05","1,494.15","1,498.05","1,512.36","3,298.50","1,461.55","5,09,986","77,12,81,172.60","27,506"
"18-Jul-2022","EQ","1,536.80","1,536.80","1,494.05","1,518.00","1,505.00","1,506.05","1,507.94","3,298.50","1,461.55","1,34,792","20,32,58,526.85","10,971"
"15-Jul-2022","EQ","1,503.00","1,525.95","1,500.70","1,499.85","1,515.60","1,518.00","1,513.14","3,298.50","1,461.55","2,17,261","32,87,46,177.05","12,859"
"14-Jul-2022","EQ","1,493.00","1,531.60","1,486.70","1,485.70","1,503.00","1,499.85","1,510.08","3,298.50","1,461.55","4,53,393","68,46,61,606.10","26,737"
"13-Jul-2022","EQ","1,493.00","1,499.45","1,468.55","1,483.45","1,483.90","1,485.70","1,485.94","3,298.50","1,461.55","2,19,493","32,61,52,474.65","17,296"
"12-Jul-2022","EQ","1,485.80","1,525.00","1,476.45","1,484.05","1,487.00","1,483.45","1,496.65","3,298.50","1,461.55","4,83,930","72,42,73,415.50","30,456"
"11-Jul-2022","EQ","1,493.70","1,498.45","1,466.00","1,466.70","1,480.00","1,484.05","1,483.37","3,298.50","1,461.55","2,29,548","34,05,04,196.95","14,765"
"08-Jul-2022","EQ","1,494.80","1,505.00","1,461.55","2,948.55","1,470.00","1,466.70","1,478.67","3,298.50","1,461.55","4,23,730","62,65,56,076.90","20,077"
"07-Jul-2022","EQ","2,921.55","2,960.00","2,896.30","2,899.50","2,958.00","2,948.55","2,929.50","3,298.50","2,484.15","1,31,961","38,65,79,507.35","11,544"
"06-Jul-2022","EQ","2,905.55","2,918.20","2,886.30","2,892.10","2,900.00","2,899.50","2,900.91","3,298.50","2,484.15","1,18,774","34,45,52,650.55","15,931"
"05-Jul-2022","EQ","2,919.15","2,934.50","2,885.05","2,904.15","2,895.00","2,892.10","2,904.55","3,298.50","2,484.15","1,32,294","38,42,54,626.80","11,560"
"04-Jul-2022","EQ","2,926.95","2,964.30","2,898.00","2,916.95","2,899.05","2,904.15","2,917.46","3,298.50","2,484.15","75,259","21,95,65,250.50","8,476"
"01-Jul-2022","EQ","2,850.00","2,925.00","2,838.05","2,860.25","2,920.00","2,916.95","2,901.88","3,298.50","2,484.15","1,57,824","45,79,85,698.35","14,380"
"30-Jun-2022","EQ","2,830.05","2,869.95","2,815.50","2,840.05","2,850.00","2,860.25","2,855.57","3,298.50","2,484.15","95,737","27,33,83,876.80","12,439"
"29-Jun-2022","EQ","2,869.00","2,907.65","2,832.20","2,883.75","2,835.15","2,840.05","2,851.45","3,298.50","2,484.15","1,12,229","32,00,15,570.70","14,719"
"28-Jun-2022","EQ","2,861.35","2,895.00","2,830.80","2,862.65","2,881.00","2,883.75","2,864.44","3,298.50","2,484.15","1,63,863","46,93,75,595.35","16,792"
"27-Jun-2022","EQ","2,906.10","2,906.10","2,850.05","2,869.25","2,861.35","2,862.65","2,865.54","3,298.50","2,484.15","46,511","13,32,79,250.40","4,918"
"24-Jun-2022","EQ","2,877.75","2,911.00","2,857.75","2,855.40","2,884.00","2,869.25","2,879.15","3,298.50","2,484.15","72,728","20,93,94,615.15","11,952"
"23-Jun-2022","EQ","2,832.10","2,865.10","2,810.05","2,818.05","2,858.00","2,855.40","2,848.39","3,298.50","2,484.15","51,516","14,67,37,586.20","7,336"
"22-Jun-2022","EQ","2,816.60","2,857.90","2,789.65","2,823.60","2,823.50","2,818.05","2,813.89","3,298.50","2,484.15","67,831","19,08,69,068.20","9,658"
"21-Jun-2022","EQ","2,787.10","2,838.20","2,770.00","2,766.35","2,829.80","2,823.60","2,807.01","3,298.50","2,484.15","1,34,698","37,80,97,970.30","13,454"
"20-Jun-2022","EQ","2,730.50","2,773.00","2,718.40","2,757.90","2,772.35","2,766.35","2,748.92","3,298.50","2,484.15","60,592","16,65,62,456.70","8,840"
"17-Jun-2022","EQ","2,787.05","2,800.05","2,728.10","2,799.05","2,756.85","2,757.90","2,759.28","3,298.50","2,484.15","1,34,201","37,02,98,385.60","14,221"
"16-Jun-2022","EQ","2,838.90","2,838.90","2,786.70","2,817.75","2,800.00","2,799.05","2,801.14","3,298.50","2,484.15","1,98,210","55,52,14,532.40","20,019"
"15-Jun-2022","EQ","2,816.00","2,845.55","2,798.20","2,815.15","2,811.35","2,817.75","2,817.81","3,298.50","2,484.15","69,008","19,44,51,765.40","8,070"
"14-Jun-2022","EQ","2,829.40","2,861.85","2,800.00","2,834.20","2,806.70","2,815.15","2,817.85","3,298.50","2,484.15","60,627","17,08,37,958.10","7,771"
"13-Jun-2022","EQ","2,832.00","2,860.00","2,811.05","2,864.25","2,821.30","2,834.20","2,834.12","3,298.50","2,484.15","96,551","27,36,37,548.70","11,065"
"10-Jun-2022","EQ","2,871.10","2,875.95","2,831.25","2,889.10","2,850.35","2,864.25","2,849.30","3,298.50","2,484.15","1,22,217","34,82,33,420.70","17,963"
"09-Jun-2022","EQ","2,820.00","2,897.75","2,802.75","2,814.95","2,871.10","2,889.10","2,857.10","3,298.50","2,484.15","1,25,644","35,89,77,482.25","11,914"
"08-Jun-2022","EQ","2,790.00","2,824.40","2,778.45","2,789.85","2,819.00","2,814.95","2,805.41","3,298.50","2,484.15","75,272","21,11,68,629.00","7,027"
"07-Jun-2022","EQ","2,762.00","2,798.60","2,737.05","2,781.35","2,788.25","2,789.85","2,775.68","3,298.50","2,484.15","1,00,698","27,95,05,325.95","9,004"
"06-Jun-2022","EQ","2,781.00","2,800.00","2,753.95","2,780.30","2,777.45","2,781.35","2,770.51","3,298.50","2,484.15","1,18,545","32,84,29,626.75","11,000"
"03-Jun-2022","EQ","2,814.90","2,834.80","2,770.35","2,815.30","2,781.00","2,780.30","2,800.65","3,298.50","2,484.15","1,06,704","29,88,40,104.60","10,392"
"02-Jun-2022","EQ","2,840.05","2,929.00","2,802.00","2,816.45","2,817.50","2,815.30","2,855.41","3,298.50","2,484.15","4,22,861","1,20,74,42,580.50","33,805"
"01-Jun-2022","EQ","2,860.00","2,861.95","2,806.10","2,832.60","2,824.75","2,816.45","2,830.71","3,298.50","2,484.15","95,422","27,01,12,051.80","13,170"
"31-May-2022","EQ","2,887.50","2,919.70","2,810.55","2,885.25","2,835.00","2,832.60","2,861.88","3,298.50","2,484.15","8,49,588","2,43,14,16,005.75","44,546"
"30-May-2022","EQ","2,935.00","2,954.90","2,877.55","2,936.95","2,889.00","2,885.25","2,912.65","3,298.50","2,484.15","2,39,519","69,76,35,644.20","16,194"
"27-May-2022","EQ","2,915.00","2,950.00","2,877.35","2,900.95","2,920.00","2,936.95","2,917.76","3,298.50","2,484.15","3,86,532","1,12,78,06,267.80","31,193"
"26-May-2022","EQ","2,751.00","2,931.15","2,751.00","2,634.80","2,915.70","2,900.95","2,859.78","3,298.50","2,484.15","25,65,837","7,33,77,36,991.80","1,46,055"
"25-May-2022","EQ","2,608.65","2,649.90","2,590.15","2,589.20","2,613.00","2,634.80","2,625.98","3,298.50","2,484.15","1,85,538","48,72,18,995.95","13,944"
"24-May-2022","EQ","2,620.10","2,629.35","2,552.60","2,616.55","2,603.50","2,589.20","2,581.08","3,298.50","2,484.15","2,63,266","67,95,09,430.70","17,022"
"23-May-2022","EQ","2,696.00","2,722.90","2,599.40","2,664.70","2,615.00","2,616.55","2,668.98","3,298.50","2,484.15","3,40,277","90,81,91,794.25","32,010"
"20-May-2022","EQ","2,612.50","2,679.90","2,591.00","2,592.30","2,675.00","2,664.70","2,639.80","3,298.50","2,484.15","4,35,196","1,14,88,31,756.25","25,145"
"19-May-2022","EQ","2,567.90","2,608.00","2,550.00","2,636.95","2,599.90","2,592.30","2,577.75","3,298.50","2,484.15","1,15,940","29,88,64,000.60","12,167"
"18-May-2022","EQ","2,619.00","2,648.20","2,580.05","2,618.10","2,639.15","2,636.95","2,619.18","3,298.50","2,484.15","1,62,448","42,54,80,485.05","16,913"
"17-May-2022","EQ","2,583.00","2,628.30","2,534.05","2,581.25","2,616.80","2,618.10","2,577.01","3,298.50","2,484.15","2,27,326","58,58,20,659.40","27,984"
"16-May-2022","EQ","2,580.00","2,611.15","2,556.05","2,582.60","2,592.50","2,581.25","2,587.55","3,298.50","2,484.15","87,518","22,64,57,113.80","10,861"
"13-May-2022","EQ","2,524.05","2,630.00","2,512.60","2,504.40","2,582.35","2,582.60","2,595.70","3,298.50","2,484.15","2,29,109","59,46,98,790.35","28,617"
"12-May-2022","EQ","2,550.00","2,550.45","2,484.15","2,552.90","2,506.95","2,504.40","2,515.04","3,298.50","2,484.15","1,66,181","41,79,52,483.45","14,475"
"11-May-2022","EQ","2,575.00","2,615.60","2,522.15","2,579.15","2,553.90","2,552.90","2,563.81","3,298.50","2,522.15","1,45,808","37,38,23,353.05","17,577"
"10-May-2022","EQ","2,592.50","2,629.80","2,561.65","2,597.20","2,561.65","2,579.15","2,595.92","3,298.50","2,530.05","65,506","17,00,48,280.70","6,359"
"09-May-2022","EQ","2,642.20","2,661.55","2,572.05","2,650.85","2,597.55","2,597.20","2,607.03","3,298.50","2,530.05","1,34,440","35,04,89,620.45","10,378"
"06-May-2022","EQ","2,662.00","2,683.00","2,634.75","2,683.45","2,642.00","2,650.85","2,657.99","3,298.50","2,484.95","1,23,040","32,70,38,510.15","9,416"
"05-May-2022","EQ","2,697.00","2,729.00","2,661.05","2,692.25","2,693.50","2,683.45","2,697.38","3,298.50","2,484.95","58,648","15,81,96,066.95","5,916"
"04-May-2022","EQ","2,793.00","2,799.85","2,678.40","2,792.50","2,692.00","2,692.25","2,712.03","3,298.50","2,484.95","90,699","24,59,78,834.55","11,187"
"02-May-2022","EQ","2,790.00","2,831.00","2,753.55","2,814.35","2,792.00","2,792.50","2,781.90","3,298.50","2,484.95","47,341","13,16,98,012.75","7,519"
"29-Apr-2022","EQ","2,788.00","2,837.25","2,765.65","2,785.10","2,825.00","2,814.35","2,810.70","3,298.50","2,475.50","2,03,461","57,18,68,439.45","16,326"
"28-Apr-2022","EQ","2,745.00","2,796.95","2,725.00","2,709.60","2,763.50","2,785.10","2,764.91","3,298.50","2,475.50","1,18,304","32,71,00,060.00","10,495"
"27-Apr-2022","EQ","2,735.05","2,739.10","2,690.10","2,735.05","2,708.95","2,709.60","2,707.10","3,298.50","2,475.50","62,267","16,85,62,932.65","5,975"
"26-Apr-2022","EQ","2,745.95","2,790.00","2,697.80","2,732.30","2,744.00","2,735.05","2,729.24","3,298.50","2,475.50","1,23,072","33,58,92,866.40","15,387"
"25-Apr-2022","EQ","2,710.15","2,761.45","2,706.55","2,737.55","2,733.35","2,732.30","2,734.59","3,298.50","2,475.50","86,762","23,72,58,564.95","11,154"
"22-Apr-2022","EQ","2,820.00","2,826.95","2,713.95","2,829.95","2,749.00","2,737.55","2,749.31","3,298.50","2,475.50","1,75,983","48,38,32,542.20","13,516"
"21-Apr-2022","EQ","2,873.90","2,894.00","2,824.05","2,859.65","2,827.40","2,829.95","2,840.56","3,298.50","2,475.50","1,08,945","30,94,64,637.00","11,084"
"20-Apr-2022","EQ","2,850.00","2,900.00","2,843.15","2,840.35","2,847.35","2,859.65","2,880.45","3,298.50","2,475.50","1,53,316","44,16,18,324.75","12,192"
"19-Apr-2022","EQ","2,876.00","2,903.95","2,815.25","2,853.70","2,821.80","2,840.35","2,877.28","3,298.50","2,475.50","1,55,000","44,59,78,966.40","11,614"
"18-Apr-2022","EQ","2,825.00","2,890.00","2,822.00","2,849.50","2,851.00","2,853.70","2,860.50","3,298.50","2,475.50","1,54,952","44,32,40,311.70","14,552"
"13-Apr-2022","EQ","2,804.00","2,874.60","2,774.55","2,806.75","2,850.50","2,849.50","2,847.97","3,298.50","2,475.50","1,79,458","51,10,90,338.15","13,828"
"12-Apr-2022","EQ","2,782.00","2,860.00","2,774.95","2,793.60","2,793.25","2,806.75","2,825.43","3,298.50","2,475.50","2,55,567","72,20,87,302.10","18,361"
"11-Apr-2022","EQ","2,804.20","2,844.40","2,785.55","2,801.80","2,798.05","2,793.60","2,811.68","3,298.50","2,475.50","1,32,483","37,25,00,176.65","14,905"
"08-Apr-2022","EQ","2,762.00","2,810.90","2,748.30","2,752.50","2,804.00","2,801.80","2,778.11","3,298.50","2,475.50","3,04,104","84,48,35,476.80","17,772"
