"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"08-Apr-2024","EQ","2,595.05","2,626.90","2,534.50","2,577.10","2,593.00","2,597.30","2,605.79","2,744.00","1,550.55","3,59,617","93,70,85,242.50","31,785"
"05-Apr-2024","EQ","2,544.10","2,619.30","2,544.10","2,537.55","2,579.50","2,577.10","2,588.34","2,744.00","1,524.35","3,31,883","85,90,24,547.60","26,253"
"04-Apr-2024","EQ","2,608.95","2,608.95","2,525.45","2,588.65","2,549.95","2,537.55","2,548.83","2,744.00","1,524.35","2,29,321","58,45,01,378.20","26,010"
"03-Apr-2024","EQ","2,666.20","2,666.20","2,583.15","2,668.55","2,590.00","2,588.65","2,607.26","2,744.00","1,524.35","2,61,270","68,12,00,003.90","30,326"
"02-Apr-2024","EQ","2,680.95","2,684.95","2,641.60","2,675.35","2,666.20","2,668.55","2,665.19","2,744.00","1,524.35","1,81,201","48,29,35,018.05","26,265"
"01-Apr-2024","EQ","2,608.70","2,689.70","2,608.05","2,600.60","2,676.10","2,675.35","2,657.30","2,744.00","1,524.35","4,22,474","1,12,26,40,728.85","27,348"
"28-Mar-2024","EQ","2,568.75","2,625.00","2,522.00","2,572.40","2,620.00","2,600.60","2,585.85","2,744.00","1,513.55","3,70,338","95,76,37,215.95","41,704"
"27-Mar-2024","EQ","2,594.25","2,599.00","2,515.05","2,570.50","2,515.05","2,572.40","2,573.56","2,744.00","1,513.55","2,57,181","66,18,71,686.25","23,594"
"26-Mar-2024","EQ","2,560.25","2,610.00","2,548.80","2,559.80","2,562.00","2,570.50","2,574.38","2,744.00","1,513.55","3,00,411","77,33,71,441.90","25,873"
"22-Mar-2024","EQ","2,554.40","2,575.55","2,532.00","2,554.40","2,551.70","2,559.80","2,549.69","2,744.00","1,501.45","1,33,752","34,10,25,742.95","21,349"
"21-Mar-2024","EQ","2,529.85","2,561.30","2,500.50","2,518.95","2,550.00","2,554.40","2,538.38","2,744.00","1,501.45","1,76,094","44,69,92,997.25","30,799"
"20-Mar-2024","EQ","2,519.00","2,531.15","2,489.30","2,501.50","2,513.00","2,518.95","2,516.29","2,744.00","1,501.45","1,74,271","43,85,16,021.35","26,102"
"19-Mar-2024","EQ","2,584.00","2,584.00","2,487.80","2,569.65","2,516.90","2,501.50","2,512.04","2,744.00","1,501.45","3,68,335","92,52,73,866.75","37,196"
"18-Mar-2024","EQ","2,602.00","2,602.00","2,544.00","2,594.45","2,563.25","2,569.65","2,574.64","2,744.00","1,501.45","4,52,371","1,16,46,91,115.90","32,282"
"15-Mar-2024","EQ","2,711.10","2,711.10","2,577.00","2,690.40","2,595.00","2,594.45","2,603.60","2,744.00","1,496.45","4,93,248","1,28,42,20,064.90","51,140"
"14-Mar-2024","EQ","2,652.00","2,731.00","2,643.05","2,663.95","2,693.80","2,690.40","2,694.74","2,744.00","1,496.45","5,66,479","1,52,65,13,702.05","52,342"
"13-Mar-2024","EQ","2,678.30","2,690.45","2,638.95","2,673.95","2,647.10","2,663.95","2,663.29","2,744.00","1,496.45","4,13,261","1,10,06,33,966.30","38,689"
"12-Mar-2024","EQ","2,697.80","2,711.95","2,655.05","2,697.80","2,656.65","2,673.95","2,675.37","2,744.00","1,496.45","1,36,884","36,62,15,748.85","16,855"
"11-Mar-2024","EQ","2,691.35","2,744.00","2,664.80","2,664.80","2,700.00","2,697.80","2,712.20","2,744.00","1,496.45","3,75,130","1,01,74,29,451.75","40,745"
"07-Mar-2024","EQ","2,685.50","2,693.85","2,645.00","2,691.20","2,665.00","2,664.80","2,664.01","2,742.60","1,483.40","4,14,029","1,10,29,77,487.00","26,368"
"06-Mar-2024","EQ","2,684.00","2,742.60","2,642.40","2,661.95","2,694.95","2,691.20","2,688.35","2,742.60","1,483.40","5,38,870","1,44,86,70,299.00","54,888"
"05-Mar-2024","EQ","2,690.85","2,699.00","2,648.25","2,690.85","2,669.80","2,661.95","2,674.08","2,733.00","1,483.40","1,99,888","53,45,16,723.25","25,923"
"04-Mar-2024","EQ","2,699.55","2,733.00","2,681.55","2,691.50","2,692.00","2,690.85","2,706.53","2,733.00","1,483.40","2,39,363","64,78,43,405.85","29,430"
"02-Mar-2024","EQ","2,689.95","2,703.45","2,655.45","2,668.65","2,680.00","2,691.50","2,693.12","2,723.95","1,445.55","9,800","2,63,92,529.85","1,129"
"01-Mar-2024","EQ","2,686.10","2,723.95","2,658.05","2,666.10","2,661.55","2,668.65","2,696.24","2,723.95","1,445.55","4,35,032","1,17,29,48,693.70","41,558"
"29-Feb-2024","EQ","2,614.15","2,675.00","2,586.65","2,613.10","2,675.00","2,666.10","2,642.82","2,700.00","1,445.55","4,70,994","1,24,47,54,701.05","32,075"
"28-Feb-2024","EQ","2,632.45","2,657.95","2,593.40","2,625.95","2,596.00","2,613.10","2,622.26","2,700.00","1,445.55","89,697","23,52,09,302.75","13,860"
"27-Feb-2024","EQ","2,624.05","2,644.75","2,606.70","2,624.10","2,622.80","2,625.95","2,625.92","2,700.00","1,445.55","1,07,979","28,35,43,944.10","15,007"
"26-Feb-2024","EQ","2,626.95","2,643.90","2,611.10","2,626.95","2,612.10","2,624.10","2,626.73","2,700.00","1,445.55","72,375","19,01,09,264.00","8,486"
"23-Feb-2024","EQ","2,610.00","2,638.60","2,598.10","2,608.00","2,620.00","2,626.95","2,624.47","2,700.00","1,445.55","1,84,936","48,53,58,450.65","23,390"
"22-Feb-2024","EQ","2,603.00","2,623.85","2,576.10","2,603.00","2,611.05","2,608.00","2,599.50","2,700.00","1,445.55","1,69,732","44,12,17,789.90","17,471"
"21-Feb-2024","EQ","2,644.65","2,668.25","2,591.45","2,644.65","2,598.90","2,603.00","2,636.03","2,700.00","1,445.55","2,32,279","61,22,95,250.75","30,779"
"20-Feb-2024","EQ","2,614.00","2,655.00","2,609.35","2,615.00","2,644.15","2,644.65","2,635.58","2,700.00","1,445.55","1,91,515","50,47,52,309.30","28,371"
"19-Feb-2024","EQ","2,639.45","2,655.00","2,595.30","2,639.45","2,613.00","2,615.00","2,619.92","2,700.00","1,445.55","2,48,087","64,99,69,035.65","17,986"
"16-Feb-2024","EQ","2,599.00","2,648.55","2,579.05","2,577.85","2,637.55","2,639.45","2,620.99","2,700.00","1,445.55","1,79,212","46,97,13,013.40","20,574"
"15-Feb-2024","EQ","2,614.90","2,617.85","2,566.45","2,604.25","2,584.30","2,577.85","2,585.39","2,700.00","1,445.55","1,10,816","28,65,02,338.35","15,617"
"14-Feb-2024","EQ","2,614.00","2,619.10","2,575.00","2,621.75","2,607.25","2,604.25","2,593.39","2,700.00","1,445.55","1,79,312","46,50,25,284.90","21,331"
"13-Feb-2024","EQ","2,627.05","2,633.35","2,609.00","2,619.65","2,616.15","2,621.75","2,623.92","2,700.00","1,445.55","1,37,215","36,00,40,862.70","16,782"
"12-Feb-2024","EQ","2,650.95","2,655.80","2,604.60","2,657.35","2,620.00","2,619.65","2,625.49","2,700.00","1,445.55","96,224","25,26,35,528.70","11,112"
"09-Feb-2024","EQ","2,638.80","2,673.00","2,615.65","2,645.90","2,646.70","2,657.35","2,648.29","2,700.00","1,445.55","95,974","25,41,66,778.20","15,167"
"08-Feb-2024","EQ","2,650.45","2,679.15","2,635.40","2,649.35","2,644.95","2,645.90","2,662.23","2,700.00","1,445.55","1,67,199","44,51,22,534.10","21,727"
"07-Feb-2024","EQ","2,634.40","2,700.00","2,612.05","2,610.75","2,648.00","2,649.35","2,665.63","2,700.00","1,445.55","3,76,095","1,00,25,29,002.50","38,940"
"06-Feb-2024","EQ","2,636.00","2,642.00","2,581.00","2,643.70","2,614.25","2,610.75","2,613.58","2,685.00","1,445.55","2,34,980","61,41,38,679.45","34,839"
"05-Feb-2024","EQ","2,580.00","2,685.00","2,540.05","2,525.65","2,638.00","2,643.70","2,640.54","2,685.00","1,445.55","5,88,737","1,55,45,81,794.85","56,467"
"02-Feb-2024","EQ","2,520.00","2,576.00","2,480.65","2,512.50","2,511.80","2,525.65","2,523.86","2,576.00","1,445.55","4,56,411","1,15,19,16,936.60","47,718"
"01-Feb-2024","EQ","2,537.50","2,537.55","2,487.15","2,531.10","2,504.05","2,512.50","2,505.87","2,551.80","1,445.55","1,36,887","34,30,20,839.30","17,193"
"31-Jan-2024","EQ","2,475.40","2,540.25","2,463.00","2,473.15","2,510.05","2,531.10","2,519.86","2,551.80","1,445.55","2,27,428","57,30,86,691.30","22,302"
"30-Jan-2024","EQ","2,441.45","2,489.80","2,441.45","2,437.90","2,466.50","2,473.15","2,474.25","2,551.80","1,445.55","1,10,028","27,22,37,259.85","14,696"
"29-Jan-2024","EQ","2,473.40","2,484.55","2,414.00","2,473.40","2,445.00","2,437.90","2,439.21","2,551.80","1,445.55","2,72,821","66,54,67,400.25","27,861"
"25-Jan-2024","EQ","2,510.95","2,510.95","2,458.55","2,507.05","2,475.00","2,473.40","2,474.39","2,551.80","1,445.55","2,87,050","71,02,74,753.45","28,748"
"24-Jan-2024","EQ","2,493.35","2,515.90","2,475.55","2,493.35","2,495.00","2,507.05","2,500.07","2,551.80","1,445.55","1,70,599","42,65,09,444.00","33,267"
"23-Jan-2024","EQ","2,540.00","2,551.80","2,467.35","2,531.85","2,496.40","2,493.35","2,505.86","2,551.80","1,445.55","3,06,184","76,72,53,603.50","30,740"
"20-Jan-2024","EQ","2,469.50","2,540.00","2,469.05","2,463.85","2,521.45","2,531.85","2,521.18","2,540.00","1,445.55","2,25,132","56,75,97,230.05","20,829"
"19-Jan-2024","EQ","2,469.80","2,478.00","2,446.50","2,462.55","2,463.55","2,463.85","2,465.76","2,489.90","1,445.55","1,17,583","28,99,31,508.25","18,050"
"18-Jan-2024","EQ","2,470.00","2,479.15","2,407.25","2,472.20","2,463.05","2,462.55","2,454.27","2,489.90","1,445.55","1,31,306","32,22,60,037.00","12,978"
"17-Jan-2024","EQ","2,438.10","2,482.95","2,416.55","2,449.70","2,469.95","2,472.20","2,461.72","2,489.90","1,445.55","3,06,575","75,47,00,466.80","28,942"
"16-Jan-2024","EQ","2,479.90","2,479.90","2,438.00","2,475.15","2,464.95","2,449.70","2,458.47","2,489.90","1,445.55","2,46,441","60,58,69,012.35","21,090"
"15-Jan-2024","EQ","2,475.00","2,489.90","2,452.75","2,468.75","2,478.90","2,475.15","2,471.88","2,489.90","1,445.55","1,12,984","27,92,82,534.85","13,436"
"12-Jan-2024","EQ","2,475.85","2,475.85","2,440.25","2,468.95","2,475.00","2,468.75","2,462.41","2,476.50","1,445.55","1,66,278","40,94,43,794.00","18,030"
"11-Jan-2024","EQ","2,359.30","2,476.50","2,359.30","2,352.90","2,463.00","2,468.95","2,450.59","2,476.50","1,445.55","6,93,516","1,69,95,23,053.25","47,956"
"10-Jan-2024","EQ","2,339.85","2,362.85","2,323.05","2,337.90","2,352.00","2,352.90","2,345.47","2,385.90","1,445.55","2,21,790","52,02,02,069.15","12,488"
"09-Jan-2024","EQ","2,327.50","2,365.00","2,327.50","2,324.60","2,342.40","2,337.90","2,347.32","2,385.90","1,445.55","2,35,412","55,25,87,477.60","18,784"
"08-Jan-2024","EQ","2,375.35","2,375.35","2,312.00","2,350.10","2,312.50","2,324.60","2,340.54","2,385.90","1,445.55","2,49,754","58,45,59,403.05","18,745"
"05-Jan-2024","EQ","2,381.00","2,381.00","2,333.00","2,371.70","2,353.90","2,350.10","2,348.54","2,385.90","1,445.55","3,24,466","76,20,22,987.20","20,426"
"04-Jan-2024","EQ","2,355.00","2,385.90","2,330.85","2,351.40","2,370.90","2,371.70","2,364.88","2,385.90","1,445.55","3,37,858","79,89,94,599.85","39,231"
"03-Jan-2024","EQ","2,310.05","2,368.20","2,301.60","2,322.20","2,357.00","2,351.40","2,343.36","2,368.20","1,445.55","2,92,829","68,62,03,759.05","29,225"
"02-Jan-2024","EQ","2,300.95","2,328.25","2,291.60","2,296.30","2,324.75","2,322.20","2,312.10","2,331.70","1,445.55","2,35,455","54,43,95,005.90","25,893"
"01-Jan-2024","EQ","2,325.00","2,331.70","2,288.70","2,305.55","2,296.00","2,296.30","2,302.75","2,331.70","1,445.55","99,208","22,84,51,157.15","13,603"
"29-Dec-2023","EQ","2,256.50","2,310.15","2,249.35","2,255.60","2,303.00","2,305.55","2,293.00","2,310.15","1,445.55","1,94,385","44,57,25,509.60","20,618"
"28-Dec-2023","EQ","2,268.15","2,278.15","2,248.05","2,263.75","2,256.55","2,255.60","2,254.87","2,302.85","1,445.55","5,49,145","1,23,82,48,517.85","66,420"
"27-Dec-2023","EQ","2,279.25","2,302.85","2,256.75","2,282.30","2,262.50","2,263.75","2,272.48","2,302.85","1,445.55","2,44,967","55,66,83,139.20","29,359"
"26-Dec-2023","EQ","2,223.90","2,289.65","2,223.00","2,222.50","2,280.00","2,282.30","2,263.80","2,289.65","1,445.55","2,77,523","62,82,56,607.85","27,437"
"22-Dec-2023","EQ","2,197.00","2,235.60","2,189.35","2,195.20","2,219.25","2,222.50","2,211.76","2,235.60","1,445.55","2,88,655","63,84,36,224.10","22,964"
"21-Dec-2023","EQ","2,135.50","2,206.70","2,113.80","2,147.05","2,198.00","2,195.20","2,179.02","2,206.70","1,445.55","2,72,796","59,44,27,120.85","25,198"
"20-Dec-2023","EQ","2,185.00","2,200.00","2,131.30","2,170.55","2,134.20","2,147.05","2,169.97","2,200.00","1,445.55","3,52,547","76,50,16,481.45","36,413"
"19-Dec-2023","EQ","2,166.80","2,184.50","2,147.60","2,144.20","2,170.95","2,170.55","2,165.38","2,184.50","1,445.55","3,42,287","74,11,79,993.85","26,480"
"18-Dec-2023","EQ","2,096.05","2,153.00","2,095.20","2,093.35","2,152.00","2,144.20","2,135.85","2,172.55","1,445.55","5,68,660","1,21,45,72,475.60","62,301"
"15-Dec-2023","EQ","2,107.45","2,110.00","2,074.35","2,103.40","2,100.00","2,093.35","2,091.66","2,172.55","1,445.55","5,50,534","1,15,15,32,031.15","51,014"
"14-Dec-2023","EQ","2,085.00","2,110.00","2,073.45","2,079.10","2,107.00","2,103.40","2,096.73","2,172.55","1,445.55","1,83,980","38,57,55,965.10","25,414"
"13-Dec-2023","EQ","2,046.10","2,086.55","2,025.70","2,048.00","2,075.00","2,079.10","2,059.00","2,172.55","1,445.55","2,67,134","55,00,27,933.65","25,882"
"12-Dec-2023","EQ","2,070.00","2,097.00","2,032.00","2,078.35","2,036.25","2,048.00","2,062.56","2,172.55","1,445.55","2,79,183","57,58,30,626.80","33,577"
"11-Dec-2023","EQ","2,058.80","2,080.00","2,037.70","2,053.45","2,071.50","2,078.35","2,064.79","2,172.55","1,445.55","2,54,019","52,44,96,993.70","24,267"
"08-Dec-2023","EQ","2,099.50","2,103.90","2,044.15","2,100.55","2,059.00","2,053.45","2,064.80","2,172.55","1,445.55","2,21,098","45,65,22,973.30","22,166"
"07-Dec-2023","EQ","2,085.40","2,107.95","2,074.50","2,079.95","2,100.00","2,100.55","2,093.58","2,172.55","1,445.55","1,45,283","30,41,61,476.55","14,583"
"06-Dec-2023","EQ","2,106.80","2,125.00","2,075.00","2,100.00","2,080.00","2,079.95","2,091.20","2,172.55","1,445.55","1,83,439","38,36,08,300.70","23,143"
"05-Dec-2023","EQ","2,135.75","2,160.00","2,096.05","2,133.60","2,099.90","2,100.00","2,120.44","2,172.55","1,445.55","6,76,468","1,43,44,09,603.30","33,466"
"04-Dec-2023","EQ","2,170.00","2,172.55","2,112.30","2,151.25","2,131.40","2,133.60","2,134.26","2,172.55","1,445.55","2,72,694","58,20,00,470.65","19,577"
"01-Dec-2023","EQ","2,135.00","2,157.45","2,118.50","2,126.55","2,147.00","2,151.25","2,144.68","2,157.45","1,445.55","3,08,776","66,22,25,957.90","26,797"
"30-Nov-2023","EQ","2,091.85","2,140.00","2,077.85","2,091.85","2,136.60","2,126.55","2,119.96","2,145.00","1,445.55","5,29,836","1,12,32,30,903.95","22,812"
"29-Nov-2023","EQ","2,081.00","2,124.95","2,074.30","2,079.00","2,094.40","2,091.85","2,100.59","2,145.00","1,445.55","2,09,338","43,97,33,195.35","22,625"
"28-Nov-2023","EQ","2,099.80","2,105.20","2,072.25","2,090.80","2,075.30","2,079.00","2,089.55","2,145.00","1,445.55","3,06,047","63,94,99,726.85","25,427"
