"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"01-Aug-2024","EQ","3,172.05","3,256.35","3,160.05","3,171.75","3,240.00","3,205.00","3,196.27","3,257.15","1,772.05","4,00,745","1,28,08,89,980.35","32,111"
"31-Jul-2024","EQ","3,127.40","3,210.85","3,122.20","3,111.15","3,172.95","3,171.75","3,179.37","3,257.15","1,772.05","6,41,461","2,03,94,41,183.80","43,685"
"30-Jul-2024","EQ","3,198.65","3,239.95","3,103.00","3,198.40","3,117.00","3,111.15","3,159.93","3,257.15","1,772.05","3,06,432","96,83,02,277.35","42,854"
"29-Jul-2024","EQ","3,195.00","3,227.00","3,136.70","3,194.90","3,192.00","3,198.40","3,195.17","3,257.15","1,772.05","5,33,386","1,70,42,56,874.30","39,076"
"26-Jul-2024","EQ","3,090.55","3,257.15","3,087.95","3,085.25","3,160.00","3,194.90","3,160.41","3,257.15","1,772.05","3,09,512","97,81,86,032.05","35,743"
"25-Jul-2024","EQ","3,092.00","3,158.95","3,075.00","3,145.90","3,084.90","3,085.25","3,098.52","3,192.45","1,772.05","5,07,075","1,57,11,80,224.10","47,215"
"24-Jul-2024","EQ","3,160.00","3,192.45","3,002.55","3,138.70","3,127.45","3,145.90","3,086.90","3,192.45","1,772.05","10,46,153","3,22,93,72,722.10","1,02,241"
"23-Jul-2024","EQ","3,035.00","3,176.55","2,993.85","3,029.80","3,162.00","3,138.70","3,091.30","3,176.55","1,772.05","5,85,410","1,80,96,79,993.50","62,556"
"22-Jul-2024","EQ","2,957.60","3,044.65","2,870.00","2,946.35","3,021.50","3,029.80","3,015.14","3,073.95","1,772.05","2,40,962","72,65,34,158.55","39,838"
"19-Jul-2024","EQ","3,054.55","3,059.20","2,935.10","3,058.30","2,947.00","2,946.35","2,974.94","3,073.95","1,772.05","1,55,562","46,27,88,165.20","22,076"
"18-Jul-2024","EQ","2,977.70","3,073.95","2,953.05","2,975.05","3,068.00","3,058.30","3,018.83","3,073.95","1,772.05","4,16,024","1,25,59,04,888.60","43,512"
"16-Jul-2024","EQ","2,953.70","3,005.00","2,945.65","2,953.70","2,964.35","2,975.05","2,980.59","3,005.00","1,772.05","3,15,395","94,00,61,628.30","50,942"
"15-Jul-2024","EQ","2,950.00","2,978.50","2,947.00","2,948.45","2,950.00","2,953.70","2,956.36","2,984.00","1,772.05","1,36,293","40,29,30,853.10","18,715"
"12-Jul-2024","EQ","2,969.80","2,984.00","2,929.05","2,958.40","2,940.05","2,948.45","2,944.63","2,984.00","1,772.05","1,24,957","36,79,51,543.70","15,639"
"11-Jul-2024","EQ","2,951.90","2,978.40","2,921.10","2,951.75","2,958.60","2,958.40","2,944.98","2,980.00","1,772.05","2,57,651","75,87,77,199.30","26,265"
"10-Jul-2024","EQ","2,950.00","2,965.25","2,901.35","2,936.10","2,950.00","2,951.75","2,939.99","2,980.00","1,772.05","2,32,495","68,35,31,871.55","26,218"
"09-Jul-2024","EQ","2,881.10","2,940.00","2,878.15","2,882.75","2,931.00","2,936.10","2,916.22","2,980.00","1,772.05","2,09,993","61,23,85,293.50","26,336"
"08-Jul-2024","EQ","2,891.85","2,919.50","2,846.65","2,891.10","2,880.15","2,882.75","2,876.74","2,980.00","1,772.05","1,43,062","41,15,52,550.80","17,834"
"05-Jul-2024","EQ","2,874.70","2,925.00","2,874.70","2,870.30","2,883.50","2,891.10","2,900.73","2,980.00","1,772.05","2,52,725","73,30,85,857.75","32,800"
"04-Jul-2024","EQ","2,846.40","2,880.00","2,799.85","2,837.50","2,869.00","2,870.30","2,839.85","2,980.00","1,772.05","3,18,200","90,36,39,307.65","37,564"
"03-Jul-2024","EQ","2,837.00","2,853.05","2,815.45","2,819.65","2,837.30","2,837.50","2,834.41","2,980.00","1,772.05","2,18,267","61,86,59,210.15","21,956"
"02-Jul-2024","EQ","2,785.05","2,837.00","2,785.05","2,781.20","2,824.00","2,819.65","2,813.40","2,980.00","1,772.05","4,68,913","1,31,92,41,164.65","45,658"
"01-Jul-2024","EQ","2,796.10","2,816.60","2,757.90","2,791.30","2,781.65","2,781.20","2,790.77","2,980.00","1,772.05","3,76,124","1,04,96,75,394.75","46,885"
"28-Jun-2024","EQ","2,784.80","2,833.00","2,780.05","2,771.70","2,787.05","2,791.30","2,803.99","2,980.00","1,772.05","1,30,761","36,66,51,974.75","23,256"
"27-Jun-2024","EQ","2,790.00","2,806.50","2,755.90","2,790.55","2,776.00","2,771.70","2,775.48","2,980.00","1,772.05","2,29,004","63,55,95,688.20","27,928"
"26-Jun-2024","EQ","2,833.50","2,843.20","2,779.25","2,830.45","2,791.00","2,790.55","2,804.94","2,980.00","1,772.05","1,84,605","51,78,05,397.85","32,884"
"25-Jun-2024","EQ","2,843.75","2,856.10","2,810.45","2,840.45","2,836.80","2,830.45","2,827.83","2,980.00","1,772.05","75,860","21,45,18,936.80","13,677"
"24-Jun-2024","EQ","2,829.10","2,890.00","2,808.05","2,831.25","2,840.00","2,840.45","2,853.60","2,980.00","1,772.05","2,27,280","64,85,66,994.65","33,917"
"21-Jun-2024","EQ","2,858.10","2,904.75","2,815.65","2,858.10","2,828.80","2,831.25","2,856.96","2,980.00","1,772.05","2,55,631","73,03,28,601.85","27,257"
"20-Jun-2024","EQ","2,899.80","2,899.80","2,838.10","2,885.55","2,848.90","2,858.10","2,856.26","2,980.00","1,772.05","1,54,689","44,18,32,426.80","17,596"
"19-Jun-2024","EQ","2,894.20","2,980.00","2,867.95","2,886.85","2,875.45","2,885.55","2,913.18","2,980.00","1,772.05","5,79,158","1,68,71,90,173.15","48,608"
"18-Jun-2024","EQ","2,909.00","2,909.00","2,860.40","2,882.10","2,891.00","2,886.85","2,879.44","2,919.30","1,772.05","1,86,896","53,81,56,132.30","25,549"
"14-Jun-2024","EQ","2,873.00","2,919.30","2,860.00","2,874.90","2,863.15","2,882.10","2,893.86","2,919.30","1,772.05","1,25,792","36,40,24,520.80","20,040"
"13-Jun-2024","EQ","2,870.00","2,908.70","2,845.65","2,893.50","2,871.95","2,874.90","2,870.08","2,918.80","1,772.05","2,18,452","62,69,73,753.85","26,401"
"12-Jun-2024","EQ","2,875.00","2,918.80","2,854.90","2,851.00","2,881.30","2,893.50","2,884.64","2,918.80","1,772.05","2,21,740","63,96,40,822.05","25,252"
"11-Jun-2024","EQ","2,882.00","2,905.55","2,845.90","2,863.95","2,846.00","2,851.00","2,880.46","2,905.55","1,772.05","2,27,961","65,66,32,953.15","25,097"
"10-Jun-2024","EQ","2,879.85","2,879.85","2,834.00","2,844.95","2,866.00","2,863.95","2,855.33","2,879.85","1,772.05","1,84,170","52,58,66,148.15","28,821"
"07-Jun-2024","EQ","2,780.00","2,866.75","2,758.95","2,782.00","2,838.00","2,844.95","2,816.75","2,866.75","1,766.25","3,11,615","87,77,42,536.50","34,140"
"06-Jun-2024","EQ","2,815.00","2,830.95","2,745.35","2,780.40","2,782.75","2,782.00","2,783.50","2,830.95","1,766.25","2,55,802","71,20,23,667.80","31,623"
"05-Jun-2024","EQ","2,730.60","2,800.70","2,690.25","2,694.00","2,770.05","2,780.40","2,768.41","2,800.70","1,766.25","3,10,617","85,99,13,885.60","45,479"
"04-Jun-2024","EQ","2,678.10","2,719.95","2,570.45","2,677.95","2,699.95","2,694.00","2,680.81","2,795.00","1,766.25","3,28,146","87,96,96,374.75","48,260"
"03-Jun-2024","EQ","2,712.00","2,729.05","2,669.85","2,696.05","2,683.00","2,677.95","2,690.59","2,795.00","1,766.25","2,24,866","60,50,21,674.40","29,403"
"31-May-2024","EQ","2,660.00","2,722.85","2,648.00","2,658.05","2,697.90","2,696.05","2,686.13","2,795.00","1,689.70","10,01,916","2,69,12,76,138.95","76,432"
"30-May-2024","EQ","2,714.20","2,740.00","2,648.00","2,714.20","2,660.35","2,658.05","2,679.26","2,795.00","1,689.70","2,57,586","69,01,38,972.65","29,722"
"29-May-2024","EQ","2,677.00","2,735.00","2,648.00","2,666.70","2,724.00","2,714.20","2,696.90","2,795.00","1,689.70","3,87,361","1,04,46,72,059.85","42,284"
"28-May-2024","EQ","2,660.00","2,674.00","2,634.60","2,655.25","2,663.05","2,666.70","2,655.17","2,795.00","1,689.70","2,10,787","55,96,76,074.60","25,061"
"27-May-2024","EQ","2,795.00","2,795.00","2,645.00","2,612.55","2,648.05","2,655.25","2,707.42","2,795.00","1,689.70","10,77,403","2,91,69,87,803.95","91,916"
"24-May-2024","EQ","2,705.00","2,705.00","2,600.00","2,692.90","2,606.05","2,612.55","2,633.12","2,782.85","1,656.70","1,99,442","52,51,54,367.70","19,226"
"23-May-2024","EQ","2,671.55","2,697.75","2,657.40","2,663.75","2,692.20","2,692.90","2,681.78","2,782.85","1,656.70","91,602","24,56,56,229.85","13,477"
"22-May-2024","EQ","2,698.90","2,702.90","2,646.85","2,681.70","2,682.40","2,663.75","2,669.08","2,782.85","1,656.70","1,21,332","32,38,45,109.10","21,946"
"21-May-2024","EQ","2,680.60","2,706.95","2,650.90","2,707.00","2,689.95","2,681.70","2,673.45","2,782.85","1,656.70","1,53,450","41,02,40,904.50","23,149"
"18-May-2024","EQ","2,719.60","2,721.60","2,691.95","2,698.70","2,700.00","2,707.00","2,706.72","2,782.85","1,598.45","10,293","2,78,60,306.65","1,880"
"17-May-2024","EQ","2,702.60","2,718.80","2,684.40","2,699.95","2,704.45","2,698.70","2,698.98","2,782.85","1,598.45","74,126","20,00,64,422.20","11,300"
"16-May-2024","EQ","2,648.95","2,720.00","2,635.35","2,648.95","2,703.95","2,699.95","2,684.67","2,782.85","1,598.45","1,36,934","36,76,22,328.85","21,210"
"15-May-2024","EQ","2,639.05","2,655.20","2,619.30","2,630.65","2,652.35","2,648.95","2,637.60","2,782.85","1,598.45","98,937","26,09,56,392.40","13,087"
"14-May-2024","EQ","2,605.05","2,637.95","2,585.15","2,604.60","2,630.00","2,630.65","2,619.29","2,782.85","1,598.45","1,30,290","34,12,67,801.25","23,813"
"13-May-2024","EQ","2,609.70","2,625.00","2,575.00","2,599.90","2,605.05","2,604.60","2,603.08","2,782.85","1,598.45","2,35,650","61,34,15,346.25","23,090"
"10-May-2024","EQ","2,526.50","2,618.00","2,526.50","2,524.35","2,609.80","2,599.90","2,580.79","2,782.85","1,598.45","1,66,701","43,02,19,948.35","18,384"
"09-May-2024","EQ","2,595.00","2,613.10","2,519.95","2,587.55","2,521.00","2,524.35","2,552.15","2,782.85","1,598.45","1,51,139","38,57,29,883.60","22,568"
"08-May-2024","EQ","2,620.00","2,625.45","2,575.10","2,619.35","2,585.00","2,587.55","2,597.60","2,782.85","1,598.45","2,17,789","56,57,29,516.05","23,811"
"07-May-2024","EQ","2,723.30","2,725.90","2,610.05","2,717.20","2,612.25","2,619.35","2,637.43","2,782.85","1,598.45","1,96,277","51,76,65,999.60","24,666"
"06-May-2024","EQ","2,750.00","2,761.90","2,697.05","2,734.70","2,725.00","2,717.20","2,720.97","2,782.85","1,598.45","2,62,320","71,37,64,959.60","31,561"
"03-May-2024","EQ","2,672.30","2,782.85","2,672.30","2,670.00","2,723.00","2,734.70","2,747.13","2,782.85","1,598.45","9,39,897","2,58,20,15,556.90","76,188"
"02-May-2024","EQ","2,652.80","2,688.40","2,642.50","2,642.55","2,670.00","2,670.00","2,672.88","2,744.00","1,598.45","93,529","24,99,92,181.90","17,217"
"30-Apr-2024","EQ","2,696.00","2,712.10","2,635.80","2,687.45","2,645.00","2,642.55","2,663.29","2,744.00","1,598.45","2,12,255","56,52,97,495.65","17,193"
"29-Apr-2024","EQ","2,696.80","2,698.95","2,653.50","2,691.00","2,698.00","2,687.45","2,682.14","2,744.00","1,598.45","2,17,666","58,38,11,323.05","23,656"
"26-Apr-2024","EQ","2,700.15","2,729.20","2,685.10","2,694.30","2,698.45","2,691.00","2,707.22","2,744.00","1,598.45","1,46,666","39,70,57,476.45","32,972"
"25-Apr-2024","EQ","2,691.90","2,702.05","2,672.00","2,686.45","2,699.95","2,694.30","2,689.01","2,744.00","1,598.45","1,37,290","36,91,74,728.40","17,589"
"24-Apr-2024","EQ","2,639.90","2,699.00","2,639.90","2,637.40","2,682.25","2,686.45","2,674.33","2,744.00","1,598.45","2,54,562","68,07,83,875.50","29,085"
"23-Apr-2024","EQ","2,610.00","2,645.55","2,583.95","2,591.90","2,638.00","2,637.40","2,625.46","2,744.00","1,598.45","2,86,051","75,10,14,310.30","36,324"
"22-Apr-2024","EQ","2,562.10","2,616.75","2,544.45","2,539.40","2,589.70","2,591.90","2,596.99","2,744.00","1,598.45","2,78,112","72,22,53,377.50","27,527"
"19-Apr-2024","EQ","2,540.00","2,560.00","2,523.05","2,546.85","2,546.80","2,539.40","2,540.03","2,744.00","1,564.55","2,87,483","73,02,14,534.60","26,571"
"18-Apr-2024","EQ","2,555.00","2,585.50","2,532.00","2,537.60","2,582.00","2,546.85","2,557.43","2,744.00","1,564.55","2,64,434","67,62,70,486.65","39,788"
"16-Apr-2024","EQ","2,519.00","2,546.00","2,505.30","2,519.85","2,533.45","2,537.60","2,531.16","2,744.00","1,564.55","1,19,210","30,17,39,962.15","22,211"
"15-Apr-2024","EQ","2,530.50","2,574.85","2,514.00","2,577.70","2,516.55","2,519.85","2,540.98","2,744.00","1,564.55","2,01,879","51,29,70,925.55","20,348"
"12-Apr-2024","EQ","2,580.00","2,599.95","2,551.60","2,578.95","2,589.00","2,577.70","2,581.73","2,744.00","1,550.55","1,32,838","34,29,51,319.35","19,471"
"10-Apr-2024","EQ","2,579.95","2,590.20","2,556.60","2,578.10","2,580.00","2,578.95","2,577.11","2,744.00","1,550.55","1,75,245","45,16,25,936.00","29,242"
"09-Apr-2024","EQ","2,609.80","2,609.80","2,563.25","2,597.30","2,585.90","2,578.10","2,578.98","2,744.00","1,550.55","1,09,121","28,14,20,570.40","12,178"
